"institution"	"rating"	"valid_through"	"URL"	"latest_report"	"purchasing"	"dining"
"University of Victoria"	"Gold"	"July 20, 2023"	"https://reports.aashe.org/institutions/university-of-victoria-bc/report/"	"https://reports.aashe.org/institutions/university-of-victoria-bc/report/2020-05-05/"	"https://reports.aashe.org/institutions/university-of-victoria-bc/report/2020-05-05/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-victoria-bc/report/2020-05-05/OP/food-dining/OP-8/"
"University of Virginia"	"Gold"	"April 29, 2024"	"https://reports.aashe.org/institutions/university-of-virginia-va/report/"	"https://reports.aashe.org/institutions/university-of-virginia-va/report/2021-03-04/"	"https://reports.aashe.org/institutions/university-of-virginia-va/report/2021-03-04/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-virginia-va/report/2021-03-04/OP/food-dining/OP-8/"
"University of Washington, Seattle"	"Gold"	"Oct. 11, 2021"	"https://reports.aashe.org/institutions/university-of-washington-seattle-wa/report/"	"https://reports.aashe.org/institutions/university-of-washington-seattle-wa/report/2018-10-12/"	"https://reports.aashe.org/institutions/university-of-washington-seattle-wa/report/2018-10-12/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-washington-seattle-wa/report/2018-10-12/OP/food-dining/OP-8/"
"University of Wisconsin-Milwaukee"	"Gold"	"Nov. 26, 2022"	"https://reports.aashe.org/institutions/university-of-wisconsin-milwaukee-wi/report/"	"https://reports.aashe.org/institutions/university-of-wisconsin-milwaukee-wi/report/2019-11-27/"	"https://reports.aashe.org/institutions/university-of-wisconsin-milwaukee-wi/report/2019-11-27/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-wisconsin-milwaukee-wi/report/2019-11-27/OP/food-dining/OP-8/"
"University of Wisconsin-Oshkosh"	"Gold
                
                    *"	"July 27, 2021"	"https://reports.aashe.org/institutions/university-of-wisconsin-oshkosh-wi/report/"	"https://reports.aashe.org/institutions/university-of-wisconsin-oshkosh-wi/report/2018-01-29/"	"https://reports.aashe.org/institutions/university-of-wisconsin-oshkosh-wi/report/2018-01-29/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-wisconsin-oshkosh-wi/report/2018-01-29/OP/food-dining/OP-8/"
"University of Wisconsin-Stevens Point"	"Gold"	"Nov. 9, 2021"	"https://reports.aashe.org/institutions/university-of-wisconsin-stevens-point-wi/report/"	"https://reports.aashe.org/institutions/university-of-wisconsin-stevens-point-wi/report/2018-05-14/"	"https://reports.aashe.org/institutions/university-of-wisconsin-stevens-point-wi/report/2018-05-14/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-wisconsin-stevens-point-wi/report/2018-05-14/OP/food-dining/OP-8/"
"Vassar College"	"Gold"	"March 28, 2024"	"https://reports.aashe.org/institutions/vassar-college-ny/report/"	"https://reports.aashe.org/institutions/vassar-college-ny/report/2021-03-04/"	"https://reports.aashe.org/institutions/vassar-college-ny/report/2021-03-04/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/vassar-college-ny/report/2021-03-04/OP/food-dining/OP-8/"
"Virginia Tech"	"Gold"	"March 18, 2024"	"https://reports.aashe.org/institutions/virginia-tech-va/report/"	"https://reports.aashe.org/institutions/virginia-tech-va/report/2021-02-18/"	"https://reports.aashe.org/institutions/virginia-tech-va/report/2021-02-18/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/virginia-tech-va/report/2021-02-18/OP/food-dining/OP-8/"
"Wake Forest University"	"Gold
                
                    *"	"July 26, 2021"	"https://reports.aashe.org/institutions/wake-forest-university-nc/report/"	"https://reports.aashe.org/institutions/wake-forest-university-nc/report/2018-07-27/"	"https://reports.aashe.org/institutions/wake-forest-university-nc/report/2018-07-27/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/wake-forest-university-nc/report/2018-07-27/OP/food-dining/OP-8/"
"Warren Wilson College"	"Gold"	"March 4, 2023"	"https://reports.aashe.org/institutions/warren-wilson-college-nc/report/"	"https://reports.aashe.org/institutions/warren-wilson-college-nc/report/2020-03-04/"	"https://reports.aashe.org/institutions/warren-wilson-college-nc/report/2020-03-04/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/warren-wilson-college-nc/report/2020-03-04/OP/food-dining/OP-8/"
"Washington University in St. Louis"	"Gold"	"Aug. 28, 2021"	"https://reports.aashe.org/institutions/washington-university-in-st-louis-mo/report/"	"https://reports.aashe.org/institutions/washington-university-in-st-louis-mo/report/2020-03-06/"	"https://reports.aashe.org/institutions/washington-university-in-st-louis-mo/report/2020-03-06/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/washington-university-in-st-louis-mo/report/2020-03-06/OP/food-dining/OP-8/"
"Wellesley College"	"Gold"	"Nov. 12, 2021"	"https://reports.aashe.org/institutions/wellesley-college-ma/report/"	"https://reports.aashe.org/institutions/wellesley-college-ma/report/2018-11-13/"	"https://reports.aashe.org/institutions/wellesley-college-ma/report/2018-11-13/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/wellesley-college-ma/report/2018-11-13/OP/food-dining/OP-8/"
"Wells College"	"Gold
                
                    *"	"June 10, 2021"	"https://reports.aashe.org/institutions/wells-college-ny/report/"	"https://reports.aashe.org/institutions/wells-college-ny/report/2017-12-13/"	"https://reports.aashe.org/institutions/wells-college-ny/report/2017-12-13/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/wells-college-ny/report/2017-12-13/OP/food-dining/OP-8/"
"Western University"	"Gold
                
                    *"	"July 30, 2021"	"https://reports.aashe.org/institutions/university-of-western-ontario-on/report/"	"https://reports.aashe.org/institutions/university-of-western-ontario-on/report/2018-02-01/"	"https://reports.aashe.org/institutions/university-of-western-ontario-on/report/2018-02-01/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-western-ontario-on/report/2018-02-01/OP/food-dining/OP-8/"
"Wilfrid Laurier University"	"Gold"	"Jan. 15, 2022"	"https://reports.aashe.org/institutions/wilfrid-laurier-university-on/report/"	"https://reports.aashe.org/institutions/wilfrid-laurier-university-on/report/2019-01-16/"	"https://reports.aashe.org/institutions/wilfrid-laurier-university-on/report/2019-01-16/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/wilfrid-laurier-university-on/report/2019-01-16/OP/food-dining/OP-8/"
"Worcester Polytechnic Institute"	"Gold"	"Nov. 6, 2023"	"https://reports.aashe.org/institutions/worcester-polytechnic-institute-ma/report/"	"https://reports.aashe.org/institutions/worcester-polytechnic-institute-ma/report/2020-05-22/"	"https://reports.aashe.org/institutions/worcester-polytechnic-institute-ma/report/2020-05-22/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/worcester-polytechnic-institute-ma/report/2020-05-22/OP/food-dining/OP-8/"
"Yale University"	"Gold"	"Nov. 6, 2023"	"https://reports.aashe.org/institutions/yale-university-ct/report/"	"https://reports.aashe.org/institutions/yale-university-ct/report/2020-08-03/"	"https://reports.aashe.org/institutions/yale-university-ct/report/2020-08-03/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/yale-university-ct/report/2020-08-03/OP/food-dining/OP-8/"
"American University of Sharjah"	"Silver"	"June 21, 2024"	"https://reports.aashe.org/institutions/3388/report/"	"https://reports.aashe.org/institutions/3388/report/2021-05-06/"	"https://reports.aashe.org/institutions/3388/report/2021-05-06/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/3388/report/2021-05-06/OP/food-dining/OP-8/"
"Amherst College"	"Silver"	"Feb. 28, 2022"	"https://reports.aashe.org/institutions/amherst-college-ma/report/"	"https://reports.aashe.org/institutions/amherst-college-ma/report/"	"https://reports.aashe.org/institutions/amherst-college-ma/report/2019-03-01/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/amherst-college-ma/report/2019-03-01/OP/food-dining/OP-7/"
"Antioch College"	"Silver"	"Sept. 24, 2021"	"https://reports.aashe.org/institutions/antioch-college-oh/report/"	"https://reports.aashe.org/institutions/antioch-college-oh/report/"	"https://reports.aashe.org/institutions/antioch-college-oh/report/2018-03-29/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/antioch-college-oh/report/2018-03-29/OP/food-dining/OP-7/"
"Aquinas College"	"Silver"	"March 3, 2022"	"https://reports.aashe.org/institutions/aquinas-college-mi/report/"	"https://reports.aashe.org/institutions/aquinas-college-mi/report/2019-03-04/"	"https://reports.aashe.org/institutions/aquinas-college-mi/report/2019-03-04/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/aquinas-college-mi/report/2019-03-04/OP/food-dining/OP-8/"
"Auburn University"	"Silver"	"Jan. 22, 2022"	"https://reports.aashe.org/institutions/auburn-university-al/report/"	"https://reports.aashe.org/institutions/auburn-university-al/report/2019-01-23/"	"https://reports.aashe.org/institutions/auburn-university-al/report/2019-01-23/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/auburn-university-al/report/2019-01-23/OP/food-dining/OP-8/"
"Baldwin Wallace University"	"Silver"	"Jan. 10, 2022"	"https://reports.aashe.org/institutions/baldwin-wallace-university-oh/report/"	"https://reports.aashe.org/institutions/baldwin-wallace-university-oh/report/"	"https://reports.aashe.org/institutions/baldwin-wallace-university-oh/report/2019-01-11/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/baldwin-wallace-university-oh/report/2019-01-11/OP/food-dining/OP-7/"
"Ball State University"	"Silver"	"Sept. 23, 2024"	"https://reports.aashe.org/institutions/ball-state-university-in/report/"	"https://reports.aashe.org/institutions/ball-state-university-in/report/2021-07-21/"	"https://reports.aashe.org/institutions/ball-state-university-in/report/2021-07-21/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/ball-state-university-in/report/2021-07-21/OP/food-dining/OP-8/"
"Barnard College"	"Silver"	"March 6, 2023"	"https://reports.aashe.org/institutions/barnard-college-ny/report/"	"https://reports.aashe.org/institutions/barnard-college-ny/report/"	"https://reports.aashe.org/institutions/barnard-college-ny/report/2020-03-06/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/barnard-college-ny/report/2020-03-06/OP/food-dining/OP-7/"
"Bentley University"	"Silver"	"Dec. 8, 2023"	"https://reports.aashe.org/institutions/bentley-university-ma/report/"	"https://reports.aashe.org/institutions/bentley-university-ma/report/2020-08-06/"	"https://reports.aashe.org/institutions/bentley-university-ma/report/2020-08-06/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/bentley-university-ma/report/2020-08-06/OP/food-dining/OP-8/"
"Black Hills State University"	"Silver"	"July 31, 2023"	"https://reports.aashe.org/institutions/black-hills-state-university-sd/report/"	"https://reports.aashe.org/institutions/black-hills-state-university-sd/report/2020-04-21/"	"https://reports.aashe.org/institutions/black-hills-state-university-sd/report/2020-04-21/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/black-hills-state-university-sd/report/2020-04-21/OP/food-dining/OP-8/"
"Boise State University"	"Silver"	"Sept. 22, 2024"	"https://reports.aashe.org/institutions/boise-state-university-id/report/"	"https://reports.aashe.org/institutions/boise-state-university-id/report/"	"https://reports.aashe.org/institutions/boise-state-university-id/report/2021-07-16/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/boise-state-university-id/report/2021-07-16/OP/food-dining/OP-7/"
"Boston College"	"Silver"	"Feb. 5, 2022"	"https://reports.aashe.org/institutions/boston-college-ma/report/"	"https://reports.aashe.org/institutions/boston-college-ma/report/2019-02-06/"	"https://reports.aashe.org/institutions/boston-college-ma/report/2019-02-06/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/boston-college-ma/report/2019-02-06/OP/food-dining/OP-8/"
"Boston University"	"Silver"	"Aug. 1, 2022"	"https://reports.aashe.org/institutions/boston-university-ma/report/"	"https://reports.aashe.org/institutions/boston-university-ma/report/2019-08-02/"	"https://reports.aashe.org/institutions/boston-university-ma/report/2019-08-02/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/boston-university-ma/report/2019-08-02/OP/food-dining/OP-8/"
"British Columbia Institute of Technology"	"Silver"	"June 28, 2024"	"https://reports.aashe.org/institutions/british-columbia-institute-of-technology-bc/report/"	"https://reports.aashe.org/institutions/british-columbia-institute-of-technology-bc/report/"	"https://reports.aashe.org/institutions/british-columbia-institute-of-technology-bc/report/2021-03-30/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/british-columbia-institute-of-technology-bc/report/2021-03-30/OP/food-dining/OP-7/"
"Brock University"	"Silver"	"Jan. 20, 2024"	"https://reports.aashe.org/institutions/brock-university-on/report/"	"https://reports.aashe.org/institutions/brock-university-on/report/"	"https://reports.aashe.org/institutions/brock-university-on/report/2020-11-24/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/brock-university-on/report/2020-11-24/OP/food-dining/OP-7/"
"Bryant University"	"Silver"	"June 5, 2022"	"https://reports.aashe.org/institutions/bryant-university-ri/report/"	"https://reports.aashe.org/institutions/bryant-university-ri/report/2019-06-06/"	"https://reports.aashe.org/institutions/bryant-university-ri/report/2019-06-06/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/bryant-university-ri/report/2019-06-06/OP/food-dining/OP-8/"
"California State Polytechnic University, Pomona"	"Silver"	"May 15, 2023"	"https://reports.aashe.org/institutions/california-state-polytechnic-university-pomona-ca/report/"	"https://reports.aashe.org/institutions/california-state-polytechnic-university-pomona-ca/report/2020-05-15/"	"https://reports.aashe.org/institutions/california-state-polytechnic-university-pomona-ca/report/2020-05-15/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/california-state-polytechnic-university-pomona-ca/report/2020-05-15/OP/food-dining/OP-8/"
"California State University, Bakersfield"	"Silver"	"Aug. 28, 2021"	"https://reports.aashe.org/institutions/california-state-university-bakersfield-ca/report/"	"https://reports.aashe.org/institutions/california-state-university-bakersfield-ca/report/"	"https://reports.aashe.org/institutions/california-state-university-bakersfield-ca/report/2018-03-02/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/california-state-university-bakersfield-ca/report/2018-03-02/OP/food-dining/OP-7/"
"California State University, Dominguez Hills"	"Silver"	"Aug. 14, 2023"	"https://reports.aashe.org/institutions/california-state-university-dominguez-hills-ca/report/"	"https://reports.aashe.org/institutions/california-state-university-dominguez-hills-ca/report/2020-06-30/"	"https://reports.aashe.org/institutions/california-state-university-dominguez-hills-ca/report/2020-06-30/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/california-state-university-dominguez-hills-ca/report/2020-06-30/OP/food-dining/OP-8/"
"California State University, Fullerton"	"Silver"	"Feb. 28, 2022"	"https://reports.aashe.org/institutions/california-state-university-fullerton-ca/report/"	"https://reports.aashe.org/institutions/california-state-university-fullerton-ca/report/2019-03-01/"	"https://reports.aashe.org/institutions/california-state-university-fullerton-ca/report/2019-03-01/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/california-state-university-fullerton-ca/report/2019-03-01/OP/food-dining/OP-8/"
"California State University, Long Beach"	"Silver"	"March 4, 2024"	"https://reports.aashe.org/institutions/california-state-university-long-beach-ca/report/"	"https://reports.aashe.org/institutions/california-state-university-long-beach-ca/report/2021-01-29/"	"https://reports.aashe.org/institutions/california-state-university-long-beach-ca/report/2021-01-29/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/california-state-university-long-beach-ca/report/2021-01-29/OP/food-dining/OP-8/"
"California State University, Los Angeles"	"Silver"	"July 16, 2022"	"https://reports.aashe.org/institutions/california-state-university-los-angeles-ca/report/"	"https://reports.aashe.org/institutions/california-state-university-los-angeles-ca/report/2019-07-17/"	"https://reports.aashe.org/institutions/california-state-university-los-angeles-ca/report/2019-07-17/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/california-state-university-los-angeles-ca/report/2019-07-17/OP/food-dining/OP-8/"
"California State University, Monterey Bay"	"Silver"	"March 25, 2024"	"https://reports.aashe.org/institutions/california-state-university-monterey-bay-ca/report/"	"https://reports.aashe.org/institutions/california-state-university-monterey-bay-ca/report/2021-02-21/"	"https://reports.aashe.org/institutions/california-state-university-monterey-bay-ca/report/2021-02-21/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/california-state-university-monterey-bay-ca/report/2021-02-21/OP/food-dining/OP-8/"
"California State University, San Bernardino"	"Silver"	"May 11, 2024"	"https://reports.aashe.org/institutions/california-state-university-san-bernardino-ca/report/"	"https://reports.aashe.org/institutions/california-state-university-san-bernardino-ca/report/"	"https://reports.aashe.org/institutions/california-state-university-san-bernardino-ca/report/2021-03-05/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/california-state-university-san-bernardino-ca/report/2021-03-05/OP/food-dining/OP-7/"
"California State University, Stanislaus"	"Silver"	"July 20, 2023"	"https://reports.aashe.org/institutions/california-state-university-stanislaus-ca/report/"	"https://reports.aashe.org/institutions/california-state-university-stanislaus-ca/report/2020-05-28/"	"https://reports.aashe.org/institutions/california-state-university-stanislaus-ca/report/2020-05-28/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/california-state-university-stanislaus-ca/report/2020-05-28/OP/food-dining/OP-8/"
"Calvin University"	"Silver"	"Feb. 25, 2023"	"https://reports.aashe.org/institutions/calvin-college-mi/report/"	"https://reports.aashe.org/institutions/calvin-college-mi/report/2020-02-26/"	"https://reports.aashe.org/institutions/calvin-college-mi/report/2020-02-26/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/calvin-college-mi/report/2020-02-26/OP/food-dining/OP-8/"
"Carleton College"	"Silver"	"May 11, 2024"	"https://reports.aashe.org/institutions/carleton-college-mn/report/"	"https://reports.aashe.org/institutions/carleton-college-mn/report/2021-03-05/"	"https://reports.aashe.org/institutions/carleton-college-mn/report/2021-03-05/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/carleton-college-mn/report/2021-03-05/OP/food-dining/OP-8/"
"Case Western Reserve University"	"Silver"	"Aug. 28, 2021"	"https://reports.aashe.org/institutions/case-western-reserve-university-oh/report/"	"https://reports.aashe.org/institutions/case-western-reserve-university-oh/report/"	"https://reports.aashe.org/institutions/case-western-reserve-university-oh/report/2018-03-02/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/case-western-reserve-university-oh/report/2018-03-02/OP/food-dining/OP-7/"
"Central Community College"	"Silver"	"March 3, 2023"	"https://reports.aashe.org/institutions/central-community-college-ne/report/"	"https://reports.aashe.org/institutions/central-community-college-ne/report/2020-03-03/"	"https://reports.aashe.org/institutions/central-community-college-ne/report/2020-03-03/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/central-community-college-ne/report/2020-03-03/OP/food-dining/OP-8/"
"Central New Mexico Community College"	"Silver"	"July 25, 2022"	"https://reports.aashe.org/institutions/central-new-mexico-community-college-nm/report/"	"https://reports.aashe.org/institutions/central-new-mexico-community-college-nm/report/2019-07-26/"	"https://reports.aashe.org/institutions/central-new-mexico-community-college-nm/report/2019-07-26/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/central-new-mexico-community-college-nm/report/2019-07-26/OP/food-dining/OP-8/"
"Champlain College"	"Silver"	"May 8, 2022"	"https://reports.aashe.org/institutions/champlain-college-vt/report/"	"https://reports.aashe.org/institutions/champlain-college-vt/report/2019-05-09/"	"https://reports.aashe.org/institutions/champlain-college-vt/report/2019-05-09/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/champlain-college-vt/report/2019-05-09/OP/food-dining/OP-8/"
"City University of New York, John Jay College of Criminal Justice"	"Silver"	"April 20, 2024"	"https://reports.aashe.org/institutions/city-university-of-new-york-john-jay-college-of-criminal-justice-ny/report/"	"https://reports.aashe.org/institutions/city-university-of-new-york-john-jay-college-of-criminal-justice-ny/report/"	"https://reports.aashe.org/institutions/city-university-of-new-york-john-jay-college-of-criminal-justice-ny/report/2021-03-04/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/city-university-of-new-york-john-jay-college-of-criminal-justice-ny/report/2021-03-04/OP/food-dining/OP-7/"
"Claremont McKenna College"	"Silver"	"Feb. 13, 2023"	"https://reports.aashe.org/institutions/claremont-mckenna-college-ca/report/"	"https://reports.aashe.org/institutions/claremont-mckenna-college-ca/report/"	"https://reports.aashe.org/institutions/claremont-mckenna-college-ca/report/2020-02-14/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/claremont-mckenna-college-ca/report/2020-02-14/OP/food-dining/OP-7/"
"Clemson University"	"Silver"	"Nov. 25, 2021"	"https://reports.aashe.org/institutions/clemson-university-sc/report/"	"https://reports.aashe.org/institutions/clemson-university-sc/report/"	"https://reports.aashe.org/institutions/clemson-university-sc/report/2018-11-26/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/clemson-university-sc/report/2018-11-26/OP/food-dining/OP-7/"
"Cleveland State University"	"Silver"	"Oct. 2, 2023"	"https://reports.aashe.org/institutions/cleveland-state-university-oh/report/"	"https://reports.aashe.org/institutions/cleveland-state-university-oh/report/2020-07-28/"	"https://reports.aashe.org/institutions/cleveland-state-university-oh/report/2020-07-28/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/cleveland-state-university-oh/report/2020-07-28/OP/food-dining/OP-8/"
"College of Charleston"	"Silver"	"Feb. 17, 2023"	"https://reports.aashe.org/institutions/college-of-charleston-sc/report/"	"https://reports.aashe.org/institutions/college-of-charleston-sc/report/"	"https://reports.aashe.org/institutions/college-of-charleston-sc/report/2020-02-18/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/college-of-charleston-sc/report/2020-02-18/OP/food-dining/OP-7/"
"College of Lake County"	"Silver"	"March 6, 2023"	"https://reports.aashe.org/institutions/college-of-lake-county-il/report/"	"https://reports.aashe.org/institutions/college-of-lake-county-il/report/2020-03-06/"	"https://reports.aashe.org/institutions/college-of-lake-county-il/report/2020-03-06/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/college-of-lake-county-il/report/2020-03-06/OP/food-dining/OP-8/"
"Concordia College - Moorhead"	"Silver"	"Feb. 2, 2024"	"https://reports.aashe.org/institutions/concordia-college-moorhead-mn/report/"	"https://reports.aashe.org/institutions/concordia-college-moorhead-mn/report/2020-12-16/"	"https://reports.aashe.org/institutions/concordia-college-moorhead-mn/report/2020-12-16/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/concordia-college-moorhead-mn/report/2020-12-16/OP/food-dining/OP-8/"
"DE LA SALLE LIPA"	"Silver"	"Sept. 14, 2024"	"https://reports.aashe.org/institutions/de-la-salle-lipa-batangas/report/"	"https://reports.aashe.org/institutions/de-la-salle-lipa-batangas/report/"	"https://reports.aashe.org/institutions/de-la-salle-lipa-batangas/report/2021-07-07/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/de-la-salle-lipa-batangas/report/2021-07-07/OP/food-dining/OP-7/"
"Delta College"	"Silver
                
                    *"	"Jan. 1, 2021"	"https://reports.aashe.org/institutions/delta-college-mi/report/"	"https://reports.aashe.org/institutions/delta-college-mi/report/2017-07-06/"	"https://reports.aashe.org/institutions/delta-college-mi/report/2017-07-06/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/delta-college-mi/report/2017-07-06/OP/food-dining/OP-8/"
"Duquesne University"	"Silver"	"April 11, 2024"	"https://reports.aashe.org/institutions/duquesne-university-pa/report/"	"https://reports.aashe.org/institutions/duquesne-university-pa/report/2021-03-05/"	"https://reports.aashe.org/institutions/duquesne-university-pa/report/2021-03-05/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/duquesne-university-pa/report/2021-03-05/OP/food-dining/OP-8/"
"Durham College"	"Silver"	"Feb. 6, 2023"	"https://reports.aashe.org/institutions/durham-college-on/report/"	"https://reports.aashe.org/institutions/durham-college-on/report/2020-02-07/"	"https://reports.aashe.org/institutions/durham-college-on/report/2020-02-07/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/durham-college-on/report/2020-02-07/OP/food-dining/OP-8/"
"Earlham College"	"Silver"	"Feb. 25, 2022"	"https://reports.aashe.org/institutions/earlham-college-in/report/"	"https://reports.aashe.org/institutions/earlham-college-in/report/2019-02-26/"	"https://reports.aashe.org/institutions/earlham-college-in/report/2019-02-26/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/earlham-college-in/report/2019-02-26/OP/food-dining/OP-8/"
"East Carolina University"	"Silver"	"Jan. 15, 2023"	"https://reports.aashe.org/institutions/east-carolina-university-nc/report/"	"https://reports.aashe.org/institutions/east-carolina-university-nc/report/2020-01-16/"	"https://reports.aashe.org/institutions/east-carolina-university-nc/report/2020-01-16/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/east-carolina-university-nc/report/2020-01-16/OP/food-dining/OP-8/"
"Eastern Connecticut State University"	"Silver"	"Dec. 30, 2021"	"https://reports.aashe.org/institutions/eastern-connecticut-state-university-ct/report/"	"https://reports.aashe.org/institutions/eastern-connecticut-state-university-ct/report/2018-12-31/"	"https://reports.aashe.org/institutions/eastern-connecticut-state-university-ct/report/2018-12-31/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/eastern-connecticut-state-university-ct/report/2018-12-31/OP/food-dining/OP-8/"
"Eastern Mennonite University"	"Silver
                
                    *"	"Jan. 21, 2021"	"https://reports.aashe.org/institutions/eastern-mennonite-university-va/report/"	"https://reports.aashe.org/institutions/eastern-mennonite-university-va/report/2017-07-26/"	"https://reports.aashe.org/institutions/eastern-mennonite-university-va/report/2017-07-26/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/eastern-mennonite-university-va/report/2017-07-26/OP/food-dining/OP-8/"
"Ecole de Technologie Superieure"	"Silver"	"Nov. 13, 2021"	"https://reports.aashe.org/institutions/ecole-de-technologie-superieure-qc/report/"	"https://reports.aashe.org/institutions/ecole-de-technologie-superieure-qc/report/"	"https://reports.aashe.org/institutions/ecole-de-technologie-superieure-qc/report/2018-11-14/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/ecole-de-technologie-superieure-qc/report/2018-11-14/OP/food-dining/OP-7/"
"Elon University"	"Silver"	"Feb. 18, 2023"	"https://reports.aashe.org/institutions/elon-university-nc/report/"	"https://reports.aashe.org/institutions/elon-university-nc/report/2020-02-19/"	"https://reports.aashe.org/institutions/elon-university-nc/report/2020-02-19/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/elon-university-nc/report/2020-02-19/OP/food-dining/OP-8/"
"Endicott College"	"Silver"	"Aug. 7, 2022"	"https://reports.aashe.org/institutions/endicott-college-ma/report/"	"https://reports.aashe.org/institutions/endicott-college-ma/report/2019-08-08/"	"https://reports.aashe.org/institutions/endicott-college-ma/report/2019-08-08/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/endicott-college-ma/report/2019-08-08/OP/food-dining/OP-8/"
"Evergreen State College, The"	"Silver"	"Aug. 29, 2022"	"https://reports.aashe.org/institutions/evergreen-state-college-wa/report/"	"https://reports.aashe.org/institutions/evergreen-state-college-wa/report/2019-08-30/"	"https://reports.aashe.org/institutions/evergreen-state-college-wa/report/2019-08-30/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/evergreen-state-college-wa/report/2019-08-30/OP/food-dining/OP-8/"
"Florida Institute of Technology"	"Silver"	"Nov. 6, 2023"	"https://reports.aashe.org/institutions/florida-institute-of-technology-fl/report/"	"https://reports.aashe.org/institutions/florida-institute-of-technology-fl/report/2020-04-24/"	"https://reports.aashe.org/institutions/florida-institute-of-technology-fl/report/2020-04-24/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/florida-institute-of-technology-fl/report/2020-04-24/OP/food-dining/OP-8/"
