"institution"	"rating"	"valid_through"	"URL"	"latest_report"	"purchasing"	"dining"
"Chandler-Gilbert Community College"	"Bronze"	"Feb. 28, 2022"	"https://reports.aashe.org/institutions/chandler-gilbert-community-college-az/report/"	"https://reports.aashe.org/institutions/chandler-gilbert-community-college-az/report/"	"https://reports.aashe.org/institutions/chandler-gilbert-community-college-az/report/2019-03-01/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/chandler-gilbert-community-college-az/report/2019-03-01/OP/food-dining/OP-7/"
"Creighton University"	"Bronze"	"Aug. 28, 2021"	"https://reports.aashe.org/institutions/creighton-university-ne/report/"	"https://reports.aashe.org/institutions/creighton-university-ne/report/"	"https://reports.aashe.org/institutions/creighton-university-ne/report/2018-03-02/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/creighton-university-ne/report/2018-03-02/OP/food-dining/OP-7/"
"DePauw University"	"Bronze"	"May 13, 2024"	"https://reports.aashe.org/institutions/depauw-university-in/report/"	"https://reports.aashe.org/institutions/depauw-university-in/report/2020-06-23/"	"https://reports.aashe.org/institutions/depauw-university-in/report/2020-06-23/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/depauw-university-in/report/2020-06-23/OP/food-dining/OP-8/"
"Drake University"	"Bronze"	"May 21, 2022"	"https://reports.aashe.org/institutions/drake-university-ia/report/"	"https://reports.aashe.org/institutions/drake-university-ia/report/"	"https://reports.aashe.org/institutions/drake-university-ia/report/2019-05-22/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/drake-university-ia/report/2019-05-22/OP/food-dining/OP-7/"
"Drexel University"	"Bronze"	"June 16, 2024"	"https://reports.aashe.org/institutions/drexel-university-pa/report/"	"https://reports.aashe.org/institutions/drexel-university-pa/report/"	"https://reports.aashe.org/institutions/drexel-university-pa/report/2021-03-31/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/drexel-university-pa/report/2021-03-31/OP/food-dining/OP-7/"
"Eastern Kentucky University"	"Bronze"	"Sept. 25, 2021"	"https://reports.aashe.org/institutions/eastern-kentucky-university-ky/report/"	"https://reports.aashe.org/institutions/eastern-kentucky-university-ky/report/"	"https://reports.aashe.org/institutions/eastern-kentucky-university-ky/report/2018-03-30/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/eastern-kentucky-university-ky/report/2018-03-30/OP/food-dining/OP-7/"
"Eureka College"	"Bronze"	"Oct. 25, 2021"	"https://reports.aashe.org/institutions/eureka-college-il/report/"	"https://reports.aashe.org/institutions/eureka-college-il/report/"	"https://reports.aashe.org/institutions/eureka-college-il/report/2018-10-26/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/eureka-college-il/report/2018-10-26/OP/food-dining/OP-7/"
"Franklin W. Olin College of Engineering"	"Bronze"	"Dec. 24, 2021"	"https://reports.aashe.org/institutions/franklin-w-olin-college-of-engineering-ma/report/"	"https://reports.aashe.org/institutions/franklin-w-olin-college-of-engineering-ma/report/"	"https://reports.aashe.org/institutions/franklin-w-olin-college-of-engineering-ma/report/2018-06-28/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/franklin-w-olin-college-of-engineering-ma/report/2018-06-28/OP/food-dining/OP-7/"
"Georgia College & State University"	"Bronze"	"May 17, 2024"	"https://reports.aashe.org/institutions/georgia-college-state-university-ga/report/"	"https://reports.aashe.org/institutions/georgia-college-state-university-ga/report/2021-03-05/"	"https://reports.aashe.org/institutions/georgia-college-state-university-ga/report/2021-03-05/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/georgia-college-state-university-ga/report/2021-03-05/OP/food-dining/OP-8/"
"Houghton College"	"Bronze"	"March 5, 2023"	"https://reports.aashe.org/institutions/houghton-college-ny/report/"	"https://reports.aashe.org/institutions/houghton-college-ny/report/"	"https://reports.aashe.org/institutions/houghton-college-ny/report/2020-03-05/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/houghton-college-ny/report/2020-03-05/OP/food-dining/OP-7/"
"Illinois Institute of Technology"	"Bronze"	"Sept. 24, 2021"	"https://reports.aashe.org/institutions/illinois-institute-of-technology-il/report/"	"https://reports.aashe.org/institutions/illinois-institute-of-technology-il/report/2018-09-25/"	"https://reports.aashe.org/institutions/illinois-institute-of-technology-il/report/2018-09-25/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/illinois-institute-of-technology-il/report/2018-09-25/OP/food-dining/OP-8/"
"Illinois State University"	"Bronze"	"Feb. 24, 2022"	"https://reports.aashe.org/institutions/illinois-state-university-il/report/"	"https://reports.aashe.org/institutions/illinois-state-university-il/report/2019-02-25/"	"https://reports.aashe.org/institutions/illinois-state-university-il/report/2019-02-25/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/illinois-state-university-il/report/2019-02-25/OP/food-dining/OP-8/"
"Indiana University South Bend"	"Bronze"	"Feb. 5, 2024"	"https://reports.aashe.org/institutions/indiana-university-south-bend-in/report/"	"https://reports.aashe.org/institutions/indiana-university-south-bend-in/report/"	"https://reports.aashe.org/institutions/indiana-university-south-bend-in/report/2020-12-17/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/indiana-university-south-bend-in/report/2020-12-17/OP/food-dining/OP-7/"
"Kent State University"	"Bronze"	"May 12, 2024"	"https://reports.aashe.org/institutions/kent-state-university-oh/report/"	"https://reports.aashe.org/institutions/kent-state-university-oh/report/"	"https://reports.aashe.org/institutions/kent-state-university-oh/report/2021-03-05/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/kent-state-university-oh/report/2021-03-05/OP/food-dining/OP-7/"
"Lebanon Valley College"	"Bronze"	"May 19, 2022"	"https://reports.aashe.org/institutions/lebanon-valley-college-pa/report/"	"https://reports.aashe.org/institutions/lebanon-valley-college-pa/report/2019-05-20/"	"https://reports.aashe.org/institutions/lebanon-valley-college-pa/report/2019-05-20/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/lebanon-valley-college-pa/report/2019-05-20/OP/food-dining/OP-8/"
"Lewis University"	"Bronze"	"May 5, 2024"	"https://reports.aashe.org/institutions/lewis-university-il/report/"	"https://reports.aashe.org/institutions/lewis-university-il/report/2021-03-05/"	"https://reports.aashe.org/institutions/lewis-university-il/report/2021-03-05/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/lewis-university-il/report/2021-03-05/OP/food-dining/OP-8/"
"Messiah University"	"Bronze"	"May 18, 2024"	"https://reports.aashe.org/institutions/messiah-college-pa/report/"	"https://reports.aashe.org/institutions/messiah-college-pa/report/2021-02-22/"	"https://reports.aashe.org/institutions/messiah-college-pa/report/2021-02-22/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/messiah-college-pa/report/2021-02-22/OP/food-dining/OP-8/"
"Metropolitan Community College"	"Bronze"	"Oct. 28, 2024"	"https://reports.aashe.org/institutions/metropolitan-community-college-ne/report/"	"https://reports.aashe.org/institutions/metropolitan-community-college-ne/report/2021-08-30/"	"https://reports.aashe.org/institutions/metropolitan-community-college-ne/report/2021-08-30/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/metropolitan-community-college-ne/report/2021-08-30/OP/food-dining/OP-8/"
"New Mexico State University"	"Bronze"	"May 13, 2024"	"https://reports.aashe.org/institutions/new-mexico-state-university-nm/report/"	"https://reports.aashe.org/institutions/new-mexico-state-university-nm/report/2021-03-05/"	"https://reports.aashe.org/institutions/new-mexico-state-university-nm/report/2021-03-05/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/new-mexico-state-university-nm/report/2021-03-05/OP/food-dining/OP-8/"
"Nova Southeastern University"	"Bronze"	"Feb. 18, 2024"	"https://reports.aashe.org/institutions/nova-southeastern-university-fl/report/"	"https://reports.aashe.org/institutions/nova-southeastern-university-fl/report/2020-12-03/"	"https://reports.aashe.org/institutions/nova-southeastern-university-fl/report/2020-12-03/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/nova-southeastern-university-fl/report/2020-12-03/OP/food-dining/OP-8/"
"Paul Smith's College of Arts & Sciences"	"Bronze"	"March 6, 2023"	"https://reports.aashe.org/institutions/paul-smiths-college-of-arts-sciences-ny/report/"	"https://reports.aashe.org/institutions/paul-smiths-college-of-arts-sciences-ny/report/2020-03-06/"	"https://reports.aashe.org/institutions/paul-smiths-college-of-arts-sciences-ny/report/2020-03-06/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/paul-smiths-college-of-arts-sciences-ny/report/2020-03-06/OP/food-dining/OP-8/"
"Penn State Erie, The Behrend College"	"Bronze"	"Aug. 14, 2023"	"https://reports.aashe.org/institutions/penn-state-erie-the-behrend-college-pa/report/"	"https://reports.aashe.org/institutions/penn-state-erie-the-behrend-college-pa/report/"	"https://reports.aashe.org/institutions/penn-state-erie-the-behrend-college-pa/report/2020-06-30/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/penn-state-erie-the-behrend-college-pa/report/2020-06-30/OP/food-dining/OP-7/"
"Saint Louis University"	"Bronze"	"Aug. 28, 2021"	"https://reports.aashe.org/institutions/saint-louis-university-mo/report/"	"https://reports.aashe.org/institutions/saint-louis-university-mo/report/2018-03-02/"	"https://reports.aashe.org/institutions/saint-louis-university-mo/report/2018-03-02/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/saint-louis-university-mo/report/2018-03-02/OP/food-dining/OP-8/"
"Santa Rosa Junior College"	"Bronze"	"Feb. 27, 2022"	"https://reports.aashe.org/institutions/santa-rosa-junior-college-ca/report/"	"https://reports.aashe.org/institutions/santa-rosa-junior-college-ca/report/"	"https://reports.aashe.org/institutions/santa-rosa-junior-college-ca/report/2019-02-28/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/santa-rosa-junior-college-ca/report/2019-02-28/OP/food-dining/OP-7/"
"Siena Heights University"	"Bronze"	"June 16, 2022"	"https://reports.aashe.org/institutions/siena-heights-university-mi/report/"	"https://reports.aashe.org/institutions/siena-heights-university-mi/report/"	"https://reports.aashe.org/institutions/siena-heights-university-mi/report/2019-06-17/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/siena-heights-university-mi/report/2019-06-17/OP/food-dining/OP-7/"
"Southern New Hampshire University"	"Bronze"	"Oct. 10, 2022"	"https://reports.aashe.org/institutions/southern-new-hampshire-university-nh/report/"	"https://reports.aashe.org/institutions/southern-new-hampshire-university-nh/report/"	"https://reports.aashe.org/institutions/southern-new-hampshire-university-nh/report/2019-10-11/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/southern-new-hampshire-university-nh/report/2019-10-11/OP/food-dining/OP-7/"
"St. Lawrence College"	"Bronze"	"Feb. 27, 2022"	"https://reports.aashe.org/institutions/st-lawrence-college-on/report/"	"https://reports.aashe.org/institutions/st-lawrence-college-on/report/"	"https://reports.aashe.org/institutions/st-lawrence-college-on/report/2019-02-28/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/st-lawrence-college-on/report/2019-02-28/OP/food-dining/OP-7/"
"State University of New York at Potsdam"	"Bronze"	"Feb. 3, 2023"	"https://reports.aashe.org/institutions/state-university-of-new-york-at-potsdam-ny/report/"	"https://reports.aashe.org/institutions/state-university-of-new-york-at-potsdam-ny/report/"	"https://reports.aashe.org/institutions/state-university-of-new-york-at-potsdam-ny/report/2020-02-04/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/state-university-of-new-york-at-potsdam-ny/report/2020-02-04/OP/food-dining/OP-7/"
"Texas State University, San Marcos"	"Bronze"	"Dec. 15, 2022"	"https://reports.aashe.org/institutions/texas-state-university-san-marcos-tx/report/"	"https://reports.aashe.org/institutions/texas-state-university-san-marcos-tx/report/"	"https://reports.aashe.org/institutions/texas-state-university-san-marcos-tx/report/2019-12-16/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/texas-state-university-san-marcos-tx/report/2019-12-16/OP/food-dining/OP-7/"
"Texas Tech University"	"Bronze"	"March 24, 2024"	"https://reports.aashe.org/institutions/texas-tech-university-tx/report/"	"https://reports.aashe.org/institutions/texas-tech-university-tx/report/2021-02-26/"	"https://reports.aashe.org/institutions/texas-tech-university-tx/report/2021-02-26/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/texas-tech-university-tx/report/2021-02-26/OP/food-dining/OP-8/"
"Trinity College (CT)"	"Bronze"	"Oct. 27, 2022"	"https://reports.aashe.org/institutions/trinity-college-ct/report/"	"https://reports.aashe.org/institutions/trinity-college-ct/report/"	"https://reports.aashe.org/institutions/trinity-college-ct/report/2019-10-28/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/trinity-college-ct/report/2019-10-28/OP/food-dining/OP-7/"
"United World College-USA"	"Bronze"	"Dec. 16, 2022"	"https://reports.aashe.org/institutions/united-world-college-usa-nm/report/"	"https://reports.aashe.org/institutions/united-world-college-usa-nm/report/"	"https://reports.aashe.org/institutions/united-world-college-usa-nm/report/2019-12-17/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/united-world-college-usa-nm/report/2019-12-17/OP/food-dining/OP-7/"
"Universidade Aberta"	"Bronze"	"April 4, 2022"	"https://reports.aashe.org/institutions/universidade-aberta-/report/"	"https://reports.aashe.org/institutions/universidade-aberta-/report/"	"https://reports.aashe.org/institutions/universidade-aberta-/report/2019-04-05/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/universidade-aberta-/report/2019-04-05/OP/food-dining/OP-7/"
"University of Alabama in Huntsville"	"Bronze"	"March 7, 2022"	"https://reports.aashe.org/institutions/university-of-alabama-in-huntsville-al/report/"	"https://reports.aashe.org/institutions/university-of-alabama-in-huntsville-al/report/"	"https://reports.aashe.org/institutions/university-of-alabama-in-huntsville-al/report/2019-03-08/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-alabama-in-huntsville-al/report/2019-03-08/OP/food-dining/OP-7/"
"University of Delaware"	"Bronze"	"Jan. 30, 2023"	"https://reports.aashe.org/institutions/university-of-delaware-de/report/"	"https://reports.aashe.org/institutions/university-of-delaware-de/report/2020-01-31/"	"https://reports.aashe.org/institutions/university-of-delaware-de/report/2020-01-31/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-delaware-de/report/2020-01-31/OP/food-dining/OP-8/"
"University of Mississippi"	"Bronze"	"July 16, 2022"	"https://reports.aashe.org/institutions/university-of-mississippi-ms/report/"	"https://reports.aashe.org/institutions/university-of-mississippi-ms/report/"	"https://reports.aashe.org/institutions/university-of-mississippi-ms/report/2019-07-17/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-mississippi-ms/report/2019-07-17/OP/food-dining/OP-7/"
"University of Montevallo"	"Bronze"	"July 23, 2022"	"https://reports.aashe.org/institutions/university-of-montevallo-al/report/"	"https://reports.aashe.org/institutions/university-of-montevallo-al/report/"	"https://reports.aashe.org/institutions/university-of-montevallo-al/report/2019-07-24/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-montevallo-al/report/2019-07-24/OP/food-dining/OP-7/"
"University of New Haven"	"Bronze"	"July 31, 2022"	"https://reports.aashe.org/institutions/university-of-new-haven-ct/report/"	"https://reports.aashe.org/institutions/university-of-new-haven-ct/report/"	"https://reports.aashe.org/institutions/university-of-new-haven-ct/report/2019-08-01/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-new-haven-ct/report/2019-08-01/OP/food-dining/OP-7/"
"University of North Georgia"	"Bronze"	"Dec. 20, 2022"	"https://reports.aashe.org/institutions/university-of-north-georgia-ga/report/"	"https://reports.aashe.org/institutions/university-of-north-georgia-ga/report/"	"https://reports.aashe.org/institutions/university-of-north-georgia-ga/report/2019-12-21/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-north-georgia-ga/report/2019-12-21/OP/food-dining/OP-7/"
"University of Wyoming"	"Bronze"	"April 28, 2022"	"https://reports.aashe.org/institutions/university-of-wyoming-wy/report/"	"https://reports.aashe.org/institutions/university-of-wyoming-wy/report/"	"https://reports.aashe.org/institutions/university-of-wyoming-wy/report/2019-04-29/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-wyoming-wy/report/2019-04-29/OP/food-dining/OP-7/"
"Washtenaw Community College"	"Bronze"	"Nov. 18, 2021"	"https://reports.aashe.org/institutions/washtenaw-community-college-mi/report/"	"https://reports.aashe.org/institutions/washtenaw-community-college-mi/report/"	"https://reports.aashe.org/institutions/washtenaw-community-college-mi/report/2018-05-23/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/washtenaw-community-college-mi/report/2018-05-23/OP/food-dining/OP-7/"
"Whatcom Community College"	"Bronze
                
                    *"	"May 1, 2021"	"https://reports.aashe.org/institutions/whatcom-community-college-wa/report/"	"https://reports.aashe.org/institutions/whatcom-community-college-wa/report/"	"https://reports.aashe.org/institutions/whatcom-community-college-wa/report/2017-11-03/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/whatcom-community-college-wa/report/2017-11-03/OP/food-dining/OP-7/"
"Clark University"	"Reporter"	"March 10, 2024"	"https://reports.aashe.org/institutions/clark-university-ma/report/"	"https://reports.aashe.org/institutions/clark-university-ma/report/2021-03-01/"	"https://reports.aashe.org/institutions/clark-university-ma/report/2021-03-01/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/clark-university-ma/report/2021-03-01/OP/food-dining/OP-8/"
"Fort Lewis College"	"Reporter"	"Feb. 8, 2024"	"https://reports.aashe.org/institutions/fort-lewis-college-co/report/"	"https://reports.aashe.org/institutions/fort-lewis-college-co/report/2021-02-01/"	"https://reports.aashe.org/institutions/fort-lewis-college-co/report/2021-02-01/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/fort-lewis-college-co/report/2021-02-01/OP/food-dining/OP-8/"
"Mount Holyoke College"	"Reporter"	"Feb. 25, 2022"	"https://reports.aashe.org/institutions/mount-holyoke-college-ma/report/"	"https://reports.aashe.org/institutions/mount-holyoke-college-ma/report/2019-02-26/"	"https://reports.aashe.org/institutions/mount-holyoke-college-ma/report/2019-02-26/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/mount-holyoke-college-ma/report/2019-02-26/OP/food-dining/OP-8/"
"Pace University"	"Reporter"	"March 6, 2023"	"https://reports.aashe.org/institutions/pace-university-ny/report/"	"https://reports.aashe.org/institutions/pace-university-ny/report/2020-03-06/"	"https://reports.aashe.org/institutions/pace-university-ny/report/2020-03-06/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/pace-university-ny/report/2020-03-06/OP/food-dining/OP-8/"
"State University of New York Polytechnic Institute"	"Reporter"	"June 22, 2024"	"https://reports.aashe.org/institutions/state-university-of-new-york-polytechnic-institute-ny/report/"	"https://reports.aashe.org/institutions/state-university-of-new-york-polytechnic-institute-ny/report/2021-03-30/"	"https://reports.aashe.org/institutions/state-university-of-new-york-polytechnic-institute-ny/report/2021-03-30/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/state-university-of-new-york-polytechnic-institute-ny/report/2021-03-30/OP/food-dining/OP-8/"
"Stockton University"	"Reporter"	"Feb. 28, 2022"	"https://reports.aashe.org/institutions/richard-stockton-college-of-new-jersey-nj/report/"	"https://reports.aashe.org/institutions/richard-stockton-college-of-new-jersey-nj/report/2019-03-01/"	"https://reports.aashe.org/institutions/richard-stockton-college-of-new-jersey-nj/report/2019-03-01/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/richard-stockton-college-of-new-jersey-nj/report/2019-03-01/OP/food-dining/OP-8/"
"Vanderbilt University"	"Reporter"	"March 7, 2024"	"https://reports.aashe.org/institutions/vanderbilt-university-tn/report/"	"https://reports.aashe.org/institutions/vanderbilt-university-tn/report/2021-03-05/"	"https://reports.aashe.org/institutions/vanderbilt-university-tn/report/2021-03-05/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/vanderbilt-university-tn/report/2021-03-05/OP/food-dining/OP-8/"
"Wentworth Institute of Technology"	"Reporter"	"March 7, 2024"	"https://reports.aashe.org/institutions/wentworth-institute-of-technology-ma/report/"	"https://reports.aashe.org/institutions/wentworth-institute-of-technology-ma/report/2021-03-04/"	"https://reports.aashe.org/institutions/wentworth-institute-of-technology-ma/report/2021-03-04/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/wentworth-institute-of-technology-ma/report/2021-03-04/OP/food-dining/OP-8/"
"Southwestern University"	"Bronze"	"Nov. 5, 2021"	"https://reports.aashe.org/institutions/southwestern-university-tx/report/"	"https://reports.aashe.org/institutions/southwestern-university-tx/report/2018-05-10/"	"https://reports.aashe.org/institutions/southwestern-university-tx/report/2018-05-10/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/southwestern-university-tx/report/2018-05-10/OP/food-dining/OP-8/"
