"institution"	"state"	"long"	"lat"	"rating"	"URL"	"latest_report"	"purchasing"	"dining"
"Utah State University"	"UT"	-111.81391	41.740748	"Silver"	"https://reports.aashe.org/institutions/utah-state-university-ut/report/"	"https://reports.aashe.org/institutions/utah-state-university-ut/report/2019-10-31/"	"https://reports.aashe.org/institutions/utah-state-university-ut/report/2019-10-31/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/utah-state-university-ut/report/2019-10-31/OP/food-dining/OP-8/"
"Vassar College"	"NY"	-73.895088	41.686895	"Gold"	"https://reports.aashe.org/institutions/vassar-college-ny/report/"	"https://reports.aashe.org/institutions/vassar-college-ny/report/2021-03-04/"	"https://reports.aashe.org/institutions/vassar-college-ny/report/2021-03-04/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/vassar-college-ny/report/2021-03-04/OP/food-dining/OP-8/"
"Villanova University"	"PA"	-75.345457	40.039388	"Silver"	"https://reports.aashe.org/institutions/villanova-university-pa/report/"	"https://reports.aashe.org/institutions/villanova-university-pa/report/2018-03-27/"	"https://reports.aashe.org/institutions/villanova-university-pa/report/2018-03-27/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/villanova-university-pa/report/2018-03-27/OP/food-dining/OP-8/"
"Virginia Commonwealth University"	"VA"	-77.452697	37.54962	"Silver"	"https://reports.aashe.org/institutions/virginia-commonwealth-university-va/report/"	"https://reports.aashe.org/institutions/virginia-commonwealth-university-va/report/2018-03-02/"	"https://reports.aashe.org/institutions/virginia-commonwealth-university-va/report/2018-03-02/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/virginia-commonwealth-university-va/report/2018-03-02/OP/food-dining/OP-8/"
"Wake Forest University"	"NC"	-80.277446	36.133609	"Gold"	"https://reports.aashe.org/institutions/wake-forest-university-nc/report/"	"https://reports.aashe.org/institutions/wake-forest-university-nc/report/2018-07-27/"	"https://reports.aashe.org/institutions/wake-forest-university-nc/report/2018-07-27/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/wake-forest-university-nc/report/2018-07-27/OP/food-dining/OP-8/"
"Warren Wilson College"	"NC"	-82.442619	35.610328	"Gold"	"https://reports.aashe.org/institutions/warren-wilson-college-nc/report/"	"https://reports.aashe.org/institutions/warren-wilson-college-nc/report/2020-03-04/"	"https://reports.aashe.org/institutions/warren-wilson-college-nc/report/2020-03-04/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/warren-wilson-college-nc/report/2020-03-04/OP/food-dining/OP-8/"
"Washington and Lee University"	"VA"	-79.443018	37.788939	"Silver"	"https://reports.aashe.org/institutions/washington-and-lee-university-va/report/"	"https://reports.aashe.org/institutions/washington-and-lee-university-va/report/2020-03-06/"	"https://reports.aashe.org/institutions/washington-and-lee-university-va/report/2020-03-06/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/washington-and-lee-university-va/report/2020-03-06/OP/food-dining/OP-8/"
"Washington University in St Louis"	"MO"	-90.310604	38.647929	"Gold"	"https://reports.aashe.org/institutions/washington-university-in-st-louis-mo/report/"	"https://reports.aashe.org/institutions/washington-university-in-st-louis-mo/report/2020-03-06/"	"https://reports.aashe.org/institutions/washington-university-in-st-louis-mo/report/2020-03-06/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/washington-university-in-st-louis-mo/report/2020-03-06/OP/food-dining/OP-8/"
"Washtenaw Community College"	"MI"	-83.66559	42.26361	"Bronze"	"https://reports.aashe.org/institutions/washtenaw-community-college-mi/report/"	"https://reports.aashe.org/institutions/washtenaw-community-college-mi/report/"	"https://reports.aashe.org/institutions/washtenaw-community-college-mi/report/2018-05-23/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/washtenaw-community-college-mi/report/2018-05-23/OP/food-dining/OP-7/"
"Weber State University"	"UT"	-111.944845	41.192591	"Silver"	"https://reports.aashe.org/institutions/weber-state-university-ut/report/"	"https://reports.aashe.org/institutions/weber-state-university-ut/report/2019-02-19/"	"https://reports.aashe.org/institutions/weber-state-university-ut/report/2019-02-19/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/weber-state-university-ut/report/2019-02-19/OP/food-dining/OP-8/"
"Wellesley College"	"MA"	-71.306605	42.291554	"Gold"	"https://reports.aashe.org/institutions/wellesley-college-ma/report/"	"https://reports.aashe.org/institutions/wellesley-college-ma/report/2018-11-13/"	"https://reports.aashe.org/institutions/wellesley-college-ma/report/2018-11-13/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/wellesley-college-ma/report/2018-11-13/OP/food-dining/OP-8/"
"Wells College"	"NY"	-76.696028	42.742943	"Gold"	"https://reports.aashe.org/institutions/wells-college-ny/report/"	"https://reports.aashe.org/institutions/wells-college-ny/report/2017-12-13/"	"https://reports.aashe.org/institutions/wells-college-ny/report/2017-12-13/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/wells-college-ny/report/2017-12-13/OP/food-dining/OP-8/"
"West Chester University of Pennsylvania"	"PA"	-75.59812	39.953398	"Silver"	"https://reports.aashe.org/institutions/west-chester-university-of-pennsylvania-pa/report/"	"https://reports.aashe.org/institutions/west-chester-university-of-pennsylvania-pa/report/2020-03-06/"	"https://reports.aashe.org/institutions/west-chester-university-of-pennsylvania-pa/report/2020-03-06/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/west-chester-university-of-pennsylvania-pa/report/2020-03-06/OP/food-dining/OP-8/"
"Western Colorado University"	"CO"	-106.919132	38.549936	"Silver"	"https://reports.aashe.org/institutions/western-state-colorado-university-co/report/"	"https://reports.aashe.org/institutions/western-state-colorado-university-co/report/2019-05-16/"	"https://reports.aashe.org/institutions/western-state-colorado-university-co/report/2019-05-16/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/western-state-colorado-university-co/report/2019-05-16/OP/food-dining/OP-8/"
"Western Kentucky University"	"KY"	-86.456828	36.985035	"Silver"	"https://reports.aashe.org/institutions/western-kentucky-university-ky/report/"	"https://reports.aashe.org/institutions/western-kentucky-university-ky/report/2020-03-05/"	"https://reports.aashe.org/institutions/western-kentucky-university-ky/report/2020-03-05/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/western-kentucky-university-ky/report/2020-03-05/OP/food-dining/OP-8/"
"Western Michigan University"	"MI"	-85.613759	42.282194	"Silver"	"https://reports.aashe.org/institutions/western-michigan-university-mi/report/"	"https://reports.aashe.org/institutions/western-michigan-university-mi/report/2019-02-28/"	"https://reports.aashe.org/institutions/western-michigan-university-mi/report/2019-02-28/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/western-michigan-university-mi/report/2019-02-28/OP/food-dining/OP-8/"
"Western Technical College"	"TX"	-106.319269	31.675953	"Silver"	"https://reports.aashe.org/institutions/western-technical-college-wi/report/"	"https://reports.aashe.org/institutions/western-technical-college-wi/report/2020-12-22/"	"https://reports.aashe.org/institutions/western-technical-college-wi/report/2020-12-22/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/western-technical-college-wi/report/2020-12-22/OP/food-dining/OP-8/"
"Western University of Health Sciences"	"CA"	-117.747732	34.058092	"Gold"	"https://reports.aashe.org/institutions/university-of-western-ontario-on/report/"	"https://reports.aashe.org/institutions/university-of-western-ontario-on/report/2018-02-01/"	"https://reports.aashe.org/institutions/university-of-western-ontario-on/report/2018-02-01/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-western-ontario-on/report/2018-02-01/OP/food-dining/OP-8/"
"Western Washington University"	"WA"	-122.485734	48.737812	"Silver"	"https://reports.aashe.org/institutions/western-washington-university-wa/report/"	"https://reports.aashe.org/institutions/western-washington-university-wa/report/2019-03-01/"	"https://reports.aashe.org/institutions/western-washington-university-wa/report/2019-03-01/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/western-washington-university-wa/report/2019-03-01/OP/food-dining/OP-8/"
"Whatcom Community College"	"WA"	-122.493253	48.7939	"Bronze"	"https://reports.aashe.org/institutions/whatcom-community-college-wa/report/"	"https://reports.aashe.org/institutions/whatcom-community-college-wa/report/"	"https://reports.aashe.org/institutions/whatcom-community-college-wa/report/2017-11-03/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/whatcom-community-college-wa/report/2017-11-03/OP/food-dining/OP-7/"
"Whitman College"	"WA"	-118.331546	46.069815	"Silver"	"https://reports.aashe.org/institutions/whitman-college-wa/report/"	"https://reports.aashe.org/institutions/whitman-college-wa/report/2020-02-07/"	"https://reports.aashe.org/institutions/whitman-college-wa/report/2020-02-07/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/whitman-college-wa/report/2020-02-07/OP/food-dining/OP-8/"
"Williams College"	"MA"	-73.203132	42.712725	"Silver"	"https://reports.aashe.org/institutions/williams-college-ma/report/"	"https://reports.aashe.org/institutions/williams-college-ma/report/2019-05-28/"	"https://reports.aashe.org/institutions/williams-college-ma/report/2019-05-28/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/williams-college-ma/report/2019-05-28/OP/food-dining/OP-8/"
"Worcester Polytechnic Institute"	"MA"	-71.808339	42.274853	"Gold"	"https://reports.aashe.org/institutions/worcester-polytechnic-institute-ma/report/"	"https://reports.aashe.org/institutions/worcester-polytechnic-institute-ma/report/2020-05-22/"	"https://reports.aashe.org/institutions/worcester-polytechnic-institute-ma/report/2020-05-22/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/worcester-polytechnic-institute-ma/report/2020-05-22/OP/food-dining/OP-8/"
"Yale University"	"CT"	-72.926688	41.311158	"Gold"	"https://reports.aashe.org/institutions/yale-university-ct/report/"	"https://reports.aashe.org/institutions/yale-university-ct/report/2020-08-03/"	"https://reports.aashe.org/institutions/yale-university-ct/report/2020-08-03/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/yale-university-ct/report/2020-08-03/OP/food-dining/OP-8/"
