"institution"	"state"	"long"	"lat"	"rating"	"URL"	"latest_report"	"purchasing"	"dining"
"Cornell University"	"NY"	-76.483084	42.4472	"Platinum"	"https://reports.aashe.org/institutions/cornell-university-ny/report/"	"https://reports.aashe.org/institutions/cornell-university-ny/report/2021-03-04/"	"https://reports.aashe.org/institutions/cornell-university-ny/report/2021-03-04/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/cornell-university-ny/report/2021-03-04/OP/food-dining/OP-8/"
"Cossatot Community College of the University of Arkansas"	"AR"	-94.3673	34.043389	"Gold"	"https://reports.aashe.org/institutions/university-of-arkansas-ar/report/"	"https://reports.aashe.org/institutions/university-of-arkansas-ar/report/2021-03-05/"	"https://reports.aashe.org/institutions/university-of-arkansas-ar/report/2021-03-05/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-arkansas-ar/report/2021-03-05/OP/food-dining/OP-8/"
"Creighton University"	"NE"	-95.947811	41.265361	"Bronze"	"https://reports.aashe.org/institutions/creighton-university-ne/report/"	"https://reports.aashe.org/institutions/creighton-university-ne/report/"	"https://reports.aashe.org/institutions/creighton-university-ne/report/2018-03-02/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/creighton-university-ne/report/2018-03-02/OP/food-dining/OP-7/"
"Dakota Wesleyan University"	"SD"	-98.031188	43.697432	"Silver"	"https://reports.aashe.org/institutions/wesleyan-university-ct/report/"	"https://reports.aashe.org/institutions/wesleyan-university-ct/report/2019-12-20/"	"https://reports.aashe.org/institutions/wesleyan-university-ct/report/2019-12-20/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/wesleyan-university-ct/report/2019-12-20/OP/food-dining/OP-8/"
"Delta College"	"MI"	-83.985943	43.559491	"Silver"	"https://reports.aashe.org/institutions/delta-college-mi/report/"	"https://reports.aashe.org/institutions/delta-college-mi/report/2017-07-06/"	"https://reports.aashe.org/institutions/delta-college-mi/report/2017-07-06/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/delta-college-mi/report/2017-07-06/OP/food-dining/OP-8/"
"Denison University"	"OH"	-82.523272	40.071505	"Gold"	"https://reports.aashe.org/institutions/denison-university-oh/report/"	"https://reports.aashe.org/institutions/denison-university-oh/report/2019-02-28/"	"https://reports.aashe.org/institutions/denison-university-oh/report/2019-02-28/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/denison-university-oh/report/2019-02-28/OP/food-dining/OP-8/"
"DePauw University"	"IN"	-86.860363	39.640904	"Bronze"	"https://reports.aashe.org/institutions/depauw-university-in/report/"	"https://reports.aashe.org/institutions/depauw-university-in/report/2020-06-23/"	"https://reports.aashe.org/institutions/depauw-university-in/report/2020-06-23/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/depauw-university-in/report/2020-06-23/OP/food-dining/OP-8/"
"Dickinson College"	"PA"	-77.197854	40.202796	"Gold"	"https://reports.aashe.org/institutions/dickinson-college-pa/report/"	"https://reports.aashe.org/institutions/dickinson-college-pa/report/2021-03-05/"	"https://reports.aashe.org/institutions/dickinson-college-pa/report/2021-03-05/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/dickinson-college-pa/report/2021-03-05/OP/food-dining/OP-8/"
"Drake University"	"IA"	-93.652163	41.60129	"Bronze"	"https://reports.aashe.org/institutions/drake-university-ia/report/"	"https://reports.aashe.org/institutions/drake-university-ia/report/"	"https://reports.aashe.org/institutions/drake-university-ia/report/2019-05-22/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/drake-university-ia/report/2019-05-22/OP/food-dining/OP-7/"
"Drexel University"	"PA"	-75.190051	39.955217	"Bronze"	"https://reports.aashe.org/institutions/drexel-university-pa/report/"	"https://reports.aashe.org/institutions/drexel-university-pa/report/"	"https://reports.aashe.org/institutions/drexel-university-pa/report/2021-03-31/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/drexel-university-pa/report/2021-03-31/OP/food-dining/OP-7/"
"Duquesne University"	"PA"	-79.993123	40.43589	"Silver"	"https://reports.aashe.org/institutions/duquesne-university-pa/report/"	"https://reports.aashe.org/institutions/duquesne-university-pa/report/2021-03-05/"	"https://reports.aashe.org/institutions/duquesne-university-pa/report/2021-03-05/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/duquesne-university-pa/report/2021-03-05/OP/food-dining/OP-8/"
"Earlham College"	"IN"	-84.915037	39.823431	"Silver"	"https://reports.aashe.org/institutions/earlham-college-in/report/"	"https://reports.aashe.org/institutions/earlham-college-in/report/2019-02-26/"	"https://reports.aashe.org/institutions/earlham-college-in/report/2019-02-26/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/earlham-college-in/report/2019-02-26/OP/food-dining/OP-8/"
"East Carolina University"	"NC"	-77.368291	35.607186	"Silver"	"https://reports.aashe.org/institutions/east-carolina-university-nc/report/"	"https://reports.aashe.org/institutions/east-carolina-university-nc/report/2020-01-16/"	"https://reports.aashe.org/institutions/east-carolina-university-nc/report/2020-01-16/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/east-carolina-university-nc/report/2020-01-16/OP/food-dining/OP-8/"
"Eastern Connecticut State University"	"CT"	-72.218753	41.721673	"Silver"	"https://reports.aashe.org/institutions/eastern-connecticut-state-university-ct/report/"	"https://reports.aashe.org/institutions/eastern-connecticut-state-university-ct/report/2018-12-31/"	"https://reports.aashe.org/institutions/eastern-connecticut-state-university-ct/report/2018-12-31/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/eastern-connecticut-state-university-ct/report/2018-12-31/OP/food-dining/OP-8/"
"Eastern Kentucky University"	"KY"	-84.300796	37.740845	"Bronze"	"https://reports.aashe.org/institutions/eastern-kentucky-university-ky/report/"	"https://reports.aashe.org/institutions/eastern-kentucky-university-ky/report/"	"https://reports.aashe.org/institutions/eastern-kentucky-university-ky/report/2018-03-30/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/eastern-kentucky-university-ky/report/2018-03-30/OP/food-dining/OP-7/"
"Eastern Mennonite University"	"VA"	-78.880326	38.471134	"Silver"	"https://reports.aashe.org/institutions/eastern-mennonite-university-va/report/"	"https://reports.aashe.org/institutions/eastern-mennonite-university-va/report/2017-07-26/"	"https://reports.aashe.org/institutions/eastern-mennonite-university-va/report/2017-07-26/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/eastern-mennonite-university-va/report/2017-07-26/OP/food-dining/OP-8/"
"Elon University"	"NC"	-79.50344	36.104148	"Silver"	"https://reports.aashe.org/institutions/elon-university-nc/report/"	"https://reports.aashe.org/institutions/elon-university-nc/report/2020-02-19/"	"https://reports.aashe.org/institutions/elon-university-nc/report/2020-02-19/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/elon-university-nc/report/2020-02-19/OP/food-dining/OP-8/"
"Emerson College"	"MA"	-71.065384	42.352202	"Gold"	"https://reports.aashe.org/institutions/emerson-college-ma/report/"	"https://reports.aashe.org/institutions/emerson-college-ma/report/2018-03-30/"	"https://reports.aashe.org/institutions/emerson-college-ma/report/2018-03-30/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/emerson-college-ma/report/2018-03-30/OP/food-dining/OP-8/"
"Emory University"	"GA"	-84.325512	33.790183	"Gold"	"https://reports.aashe.org/institutions/emory-university-ga/report/"	"https://reports.aashe.org/institutions/emory-university-ga/report/2021-03-05/"	"https://reports.aashe.org/institutions/emory-university-ga/report/2021-03-05/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/emory-university-ga/report/2021-03-05/OP/food-dining/OP-8/"
"Endicott College"	"MA"	-70.840847	42.553296	"Silver"	"https://reports.aashe.org/institutions/endicott-college-ma/report/"	"https://reports.aashe.org/institutions/endicott-college-ma/report/2019-08-08/"	"https://reports.aashe.org/institutions/endicott-college-ma/report/2019-08-08/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/endicott-college-ma/report/2019-08-08/OP/food-dining/OP-8/"
"Eureka College"	"IL"	-89.269624	40.71482	"Bronze"	"https://reports.aashe.org/institutions/eureka-college-il/report/"	"https://reports.aashe.org/institutions/eureka-college-il/report/"	"https://reports.aashe.org/institutions/eureka-college-il/report/2018-10-26/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/eureka-college-il/report/2018-10-26/OP/food-dining/OP-7/"
"Florida Gulf Coast University"	"FL"	-81.7726	26.463638	"Gold"	"https://reports.aashe.org/institutions/florida-gulf-coast-university-fl/report/"	"https://reports.aashe.org/institutions/florida-gulf-coast-university-fl/report/2020-07-23/"	"https://reports.aashe.org/institutions/florida-gulf-coast-university-fl/report/2020-07-23/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/florida-gulf-coast-university-fl/report/2020-07-23/OP/food-dining/OP-8/"
"Florida Institute of Technology"	"FL"	-80.622893	28.065815	"Silver"	"https://reports.aashe.org/institutions/florida-institute-of-technology-fl/report/"	"https://reports.aashe.org/institutions/florida-institute-of-technology-fl/report/2020-04-24/"	"https://reports.aashe.org/institutions/florida-institute-of-technology-fl/report/2020-04-24/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/florida-institute-of-technology-fl/report/2020-04-24/OP/food-dining/OP-8/"
"Florida International University"	"FL"	-80.373928	25.75732	"Silver"	"https://reports.aashe.org/institutions/florida-international-university-fl/report/"	"https://reports.aashe.org/institutions/florida-international-university-fl/report/2017-08-22/"	"https://reports.aashe.org/institutions/florida-international-university-fl/report/2017-08-22/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/florida-international-university-fl/report/2017-08-22/OP/food-dining/OP-8/"
"Florida State University"	"FL"	-84.291921	30.440756	"Gold"	"https://reports.aashe.org/institutions/florida-state-university-fl/report/"	"https://reports.aashe.org/institutions/florida-state-university-fl/report/2018-12-19/"	"https://reports.aashe.org/institutions/florida-state-university-fl/report/2018-12-19/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/florida-state-university-fl/report/2018-12-19/OP/food-dining/OP-8/"
"Franklin W Olin College of Engineering"	"MA"	-71.263378	42.293527	"Bronze"	"https://reports.aashe.org/institutions/franklin-w-olin-college-of-engineering-ma/report/"	"https://reports.aashe.org/institutions/franklin-w-olin-college-of-engineering-ma/report/"	"https://reports.aashe.org/institutions/franklin-w-olin-college-of-engineering-ma/report/2018-06-28/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/franklin-w-olin-college-of-engineering-ma/report/2018-06-28/OP/food-dining/OP-7/"
"Furman University"	"SC"	-82.440458	34.924676	"Gold"	"https://reports.aashe.org/institutions/furman-university-sc/report/"	"https://reports.aashe.org/institutions/furman-university-sc/report/2021-06-22/"	"https://reports.aashe.org/institutions/furman-university-sc/report/2021-06-22/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/furman-university-sc/report/2021-06-22/OP/food-dining/OP-8/"
"George Mason University"	"VA"	-77.307428	38.829976	"Gold"	"https://reports.aashe.org/institutions/george-mason-university-va/report/"	"https://reports.aashe.org/institutions/george-mason-university-va/report/2021-01-08/"	"https://reports.aashe.org/institutions/george-mason-university-va/report/2021-01-08/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/george-mason-university-va/report/2021-01-08/OP/food-dining/OP-8/"
"George Washington University"	"DC"	-77.048363	38.89923	"Gold"	"https://reports.aashe.org/institutions/george-washington-university-dc/report/"	"https://reports.aashe.org/institutions/george-washington-university-dc/report/2020-03-05/"	"https://reports.aashe.org/institutions/george-washington-university-dc/report/2020-03-05/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/george-washington-university-dc/report/2020-03-05/OP/food-dining/OP-8/"
"Georgia Institute of Technology Main Campus"	"GA"	-84.394832	33.77242	"Silver"	"https://reports.aashe.org/institutions/georgia-institute-of-technology-ga/report/"	"https://reports.aashe.org/institutions/georgia-institute-of-technology-ga/report/2021-03-02/"	"https://reports.aashe.org/institutions/georgia-institute-of-technology-ga/report/2021-03-02/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/georgia-institute-of-technology-ga/report/2021-03-02/OP/food-dining/OP-8/"
"Gonzaga University"	"WA"	-117.400625	47.666531	"Gold"	"https://reports.aashe.org/institutions/gonzaga-university-wa/report/"	"https://reports.aashe.org/institutions/gonzaga-university-wa/report/2020-09-23/"	"https://reports.aashe.org/institutions/gonzaga-university-wa/report/2020-09-23/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/gonzaga-university-wa/report/2020-09-23/OP/food-dining/OP-8/"
"Goshen College"	"IN"	-85.827795	41.563582	"Silver"	"https://reports.aashe.org/institutions/goshen-college-in/report/"	"https://reports.aashe.org/institutions/goshen-college-in/report/2020-03-06/"	"https://reports.aashe.org/institutions/goshen-college-in/report/2020-03-06/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/goshen-college-in/report/2020-03-06/OP/food-dining/OP-8/"
"Grand Valley State University"	"MI"	-85.889826	42.963001	"Gold"	"https://reports.aashe.org/institutions/grand-valley-state-university-mi/report/"	"https://reports.aashe.org/institutions/grand-valley-state-university-mi/report/2021-03-05/"	"https://reports.aashe.org/institutions/grand-valley-state-university-mi/report/2021-03-05/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/grand-valley-state-university-mi/report/2021-03-05/OP/food-dining/OP-8/"
"Great Falls College Montana State University"	"MT"	-111.269558	47.485581	"Silver"	"https://reports.aashe.org/institutions/montana-state-university-mt/report/"	"https://reports.aashe.org/institutions/montana-state-university-mt/report/"	"https://reports.aashe.org/institutions/montana-state-university-mt/report/2019-02-19/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/montana-state-university-mt/report/2019-02-19/OP/food-dining/OP-7/"
"Green Mountain College"	"VT"	-73.241862	43.517785	"Gold"	"https://reports.aashe.org/institutions/green-mountain-college-vt/report/"	"https://reports.aashe.org/institutions/green-mountain-college-vt/report/2018-02-23/"	"https://reports.aashe.org/institutions/green-mountain-college-vt/report/2018-02-23/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/green-mountain-college-vt/report/2018-02-23/OP/food-dining/OP-8/"
"Hampshire College"	"MA"	-72.531469	42.325852	"Gold"	"https://reports.aashe.org/institutions/hampshire-college-ma/report/"	"https://reports.aashe.org/institutions/hampshire-college-ma/report/"	"https://reports.aashe.org/institutions/hampshire-college-ma/report/2018-03-30/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/hampshire-college-ma/report/2018-03-30/OP/food-dining/OP-7/"
"Harvey Mudd College"	"CA"	-117.709837	34.106515	"Silver"	"https://reports.aashe.org/institutions/harvey-mudd-college-ca/report/"	"https://reports.aashe.org/institutions/harvey-mudd-college-ca/report/2019-03-01/"	"https://reports.aashe.org/institutions/harvey-mudd-college-ca/report/2019-03-01/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/harvey-mudd-college-ca/report/2019-03-01/OP/food-dining/OP-8/"
"Haverford College"	"PA"	-75.305207	40.007452	"Silver"	"https://reports.aashe.org/institutions/haverford-college-pa/report/"	"https://reports.aashe.org/institutions/haverford-college-pa/report/2020-06-29/"	"https://reports.aashe.org/institutions/haverford-college-pa/report/2020-06-29/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/haverford-college-pa/report/2020-06-29/OP/food-dining/OP-8/"
"Helena College University of Montana"	"MT"	-112.016035	46.595384	"Silver"	"https://reports.aashe.org/institutions/university-of-montana-mt/report/"	"https://reports.aashe.org/institutions/university-of-montana-mt/report/2021-06-30/"	"https://reports.aashe.org/institutions/university-of-montana-mt/report/2021-06-30/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-montana-mt/report/2021-06-30/OP/food-dining/OP-8/"
"Hobart William Smith Colleges"	"NY"	-76.985516	42.858131	"Silver"	"https://reports.aashe.org/institutions/smith-college-ma/report/"	"https://reports.aashe.org/institutions/smith-college-ma/report/2020-03-02/"	"https://reports.aashe.org/institutions/smith-college-ma/report/2020-03-02/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/smith-college-ma/report/2020-03-02/OP/food-dining/OP-8/"
"Hope College"	"MI"	-86.102089	42.787298	"Silver"	"https://reports.aashe.org/institutions/hope-college-mi/report/"	"https://reports.aashe.org/institutions/hope-college-mi/report/2020-03-06/"	"https://reports.aashe.org/institutions/hope-college-mi/report/2020-03-06/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/hope-college-mi/report/2020-03-06/OP/food-dining/OP-8/"
"Houghton College"	"NY"	-78.155426	42.426137	"Bronze"	"https://reports.aashe.org/institutions/houghton-college-ny/report/"	"https://reports.aashe.org/institutions/houghton-college-ny/report/"	"https://reports.aashe.org/institutions/houghton-college-ny/report/2020-03-05/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/houghton-college-ny/report/2020-03-05/OP/food-dining/OP-7/"
"Humboldt State University"	"CA"	-124.078293	40.877481	"Gold"	"https://reports.aashe.org/institutions/humboldt-state-university-ca/report/"	"https://reports.aashe.org/institutions/humboldt-state-university-ca/report/2020-05-07/"	"https://reports.aashe.org/institutions/humboldt-state-university-ca/report/2020-05-07/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/humboldt-state-university-ca/report/2020-05-07/OP/food-dining/OP-8/"
"Illinois Institute of Technology"	"IL"	-87.627321	41.8313	"Bronze"	"https://reports.aashe.org/institutions/illinois-institute-of-technology-il/report/"	"https://reports.aashe.org/institutions/illinois-institute-of-technology-il/report/2018-09-25/"	"https://reports.aashe.org/institutions/illinois-institute-of-technology-il/report/2018-09-25/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/illinois-institute-of-technology-il/report/2018-09-25/OP/food-dining/OP-8/"
"Illinois State University"	"IL"	-88.990058	40.509403	"Bronze"	"https://reports.aashe.org/institutions/illinois-state-university-il/report/"	"https://reports.aashe.org/institutions/illinois-state-university-il/report/2019-02-25/"	"https://reports.aashe.org/institutions/illinois-state-university-il/report/2019-02-25/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/illinois-state-university-il/report/2019-02-25/OP/food-dining/OP-8/"
"Indiana State University"	"IN"	-87.407846	39.469073	"Silver"	"https://reports.aashe.org/institutions/indiana-state-university-in/report/"	"https://reports.aashe.org/institutions/indiana-state-university-in/report/2019-02-26/"	"https://reports.aashe.org/institutions/indiana-state-university-in/report/2019-02-26/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/indiana-state-university-in/report/2019-02-26/OP/food-dining/OP-8/"
"Indiana University Bloomington"	"IN"	-86.526559	39.16609	"Gold"	"https://reports.aashe.org/institutions/indiana-university-bloomington-in/report/"	"https://reports.aashe.org/institutions/indiana-university-bloomington-in/report/2020-02-26/"	"https://reports.aashe.org/institutions/indiana-university-bloomington-in/report/2020-02-26/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/indiana-university-bloomington-in/report/2020-02-26/OP/food-dining/OP-8/"
"Indiana University South Bend"	"IN"	-86.221991	41.665324	"Bronze"	"https://reports.aashe.org/institutions/indiana-university-south-bend-in/report/"	"https://reports.aashe.org/institutions/indiana-university-south-bend-in/report/"	"https://reports.aashe.org/institutions/indiana-university-south-bend-in/report/2020-12-17/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/indiana-university-south-bend-in/report/2020-12-17/OP/food-dining/OP-7/"
"Iowa State University"	"IA"	-93.648504	42.026212	"Gold"	"https://reports.aashe.org/institutions/iowa-state-university-ia/report/"	"https://reports.aashe.org/institutions/iowa-state-university-ia/report/2019-08-30/"	"https://reports.aashe.org/institutions/iowa-state-university-ia/report/2019-08-30/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/iowa-state-university-ia/report/2019-08-30/OP/food-dining/OP-8/"
"Ithaca College"	"NY"	-76.494136	42.422154	"Gold"	"https://reports.aashe.org/institutions/ithaca-college-ny/report/"	"https://reports.aashe.org/institutions/ithaca-college-ny/report/2019-11-25/"	"https://reports.aashe.org/institutions/ithaca-college-ny/report/2019-11-25/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/ithaca-college-ny/report/2019-11-25/OP/food-dining/OP-8/"
"James Madison University"	"VA"	-78.870484	38.436311	"Gold"	"https://reports.aashe.org/institutions/james-madison-university-va/report/"	"https://reports.aashe.org/institutions/james-madison-university-va/report/2018-12-21/"	"https://reports.aashe.org/institutions/james-madison-university-va/report/2018-12-21/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/james-madison-university-va/report/2018-12-21/OP/food-dining/OP-8/"
"Johnson County Community College"	"KS"	-94.727798	38.924125	"Silver"	"https://reports.aashe.org/institutions/johnson-county-community-college-ks/report/"	"https://reports.aashe.org/institutions/johnson-county-community-college-ks/report/2017-07-28/"	"https://reports.aashe.org/institutions/johnson-county-community-college-ks/report/2017-07-28/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/johnson-county-community-college-ks/report/2017-07-28/OP/food-dining/OP-8/"
"Keene State College"	"NH"	-72.279276	42.926452	"Gold"	"https://reports.aashe.org/institutions/keene-state-college-nh/report/"	"https://reports.aashe.org/institutions/keene-state-college-nh/report/2021-03-04/"	"https://reports.aashe.org/institutions/keene-state-college-nh/report/2021-03-04/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/keene-state-college-nh/report/2021-03-04/OP/food-dining/OP-8/"
"Kent State University at Ashtabula"	"OH"	-80.830377	41.888296	"Bronze"	"https://reports.aashe.org/institutions/kent-state-university-oh/report/"	"https://reports.aashe.org/institutions/kent-state-university-oh/report/"	"https://reports.aashe.org/institutions/kent-state-university-oh/report/2021-03-05/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/kent-state-university-oh/report/2021-03-05/OP/food-dining/OP-7/"
"Kenyon College"	"OH"	-82.397977	40.374408	"Silver"	"https://reports.aashe.org/institutions/kenyon-college-oh/report/"	"https://reports.aashe.org/institutions/kenyon-college-oh/report/"	"https://reports.aashe.org/institutions/kenyon-college-oh/report/2021-01-20/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/kenyon-college-oh/report/2021-01-20/OP/food-dining/OP-7/"
"Knox College"	"IL"	-90.373165	40.943064	"Silver"	"https://reports.aashe.org/institutions/knox-college-il/report/"	"https://reports.aashe.org/institutions/knox-college-il/report/2020-12-18/"	"https://reports.aashe.org/institutions/knox-college-il/report/2020-12-18/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/knox-college-il/report/2020-12-18/OP/food-dining/OP-8/"
"Lafayette College"	"PA"	-75.209786	40.69956	"Silver"	"https://reports.aashe.org/institutions/lafayette-college-pa/report/"	"https://reports.aashe.org/institutions/lafayette-college-pa/report/2020-03-03/"	"https://reports.aashe.org/institutions/lafayette-college-pa/report/2020-03-03/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/lafayette-college-pa/report/2020-03-03/OP/food-dining/OP-8/"
"Lane Community College"	"OR"	-123.032644	44.009325	"Silver"	"https://reports.aashe.org/institutions/lane-community-college-or/report/"	"https://reports.aashe.org/institutions/lane-community-college-or/report/"	"https://reports.aashe.org/institutions/lane-community-college-or/report/2021-03-05/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/lane-community-college-or/report/2021-03-05/OP/food-dining/OP-7/"
"Lawrence University"	"WI"	-88.397822	44.261323	"Silver"	"https://reports.aashe.org/institutions/lawrence-university-wi/report/"	"https://reports.aashe.org/institutions/lawrence-university-wi/report/2019-09-23/"	"https://reports.aashe.org/institutions/lawrence-university-wi/report/2019-09-23/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/lawrence-university-wi/report/2019-09-23/OP/food-dining/OP-8/"
"Lebanon Valley College"	"PA"	-76.514431	40.330604	"Bronze"	"https://reports.aashe.org/institutions/lebanon-valley-college-pa/report/"	"https://reports.aashe.org/institutions/lebanon-valley-college-pa/report/2019-05-20/"	"https://reports.aashe.org/institutions/lebanon-valley-college-pa/report/2019-05-20/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/lebanon-valley-college-pa/report/2019-05-20/OP/food-dining/OP-8/"
"Lehigh University"	"PA"	-75.380236	40.606822	"Gold"	"https://reports.aashe.org/institutions/lehigh-university-pa/report/"	"https://reports.aashe.org/institutions/lehigh-university-pa/report/2021-02-26/"	"https://reports.aashe.org/institutions/lehigh-university-pa/report/2021-02-26/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/lehigh-university-pa/report/2021-02-26/OP/food-dining/OP-8/"
"Lewis University"	"IL"	-88.079032	41.605432	"Bronze"	"https://reports.aashe.org/institutions/lewis-university-il/report/"	"https://reports.aashe.org/institutions/lewis-university-il/report/2021-03-05/"	"https://reports.aashe.org/institutions/lewis-university-il/report/2021-03-05/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/lewis-university-il/report/2021-03-05/OP/food-dining/OP-8/"
"Louisiana State University and Agricultural & Mechanical College"	"LA"	-91.178921	30.414986	"Silver"	"https://reports.aashe.org/institutions/louisiana-state-university-la/report/"	"https://reports.aashe.org/institutions/louisiana-state-university-la/report/2018-03-01/"	"https://reports.aashe.org/institutions/louisiana-state-university-la/report/2018-03-01/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/louisiana-state-university-la/report/2018-03-01/OP/food-dining/OP-8/"
"Loyola Marymount University"	"CA"	-118.415744	33.97085	"Gold"	"https://reports.aashe.org/institutions/loyola-marymount-university-ca/report/"	"https://reports.aashe.org/institutions/loyola-marymount-university-ca/report/2021-03-05/"	"https://reports.aashe.org/institutions/loyola-marymount-university-ca/report/2021-03-05/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/loyola-marymount-university-ca/report/2021-03-05/OP/food-dining/OP-8/"
"Loyola University Chicago"	"IL"	-87.656872	42.000765	"Gold"	"https://reports.aashe.org/institutions/loyola-university-chicago-il/report/"	"https://reports.aashe.org/institutions/loyola-university-chicago-il/report/2020-03-06/"	"https://reports.aashe.org/institutions/loyola-university-chicago-il/report/2020-03-06/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/loyola-university-chicago-il/report/2020-03-06/OP/food-dining/OP-8/"
"Luther College"	"IA"	-91.802809	43.312304	"Gold"	"https://reports.aashe.org/institutions/luther-college-ia/report/"	"https://reports.aashe.org/institutions/luther-college-ia/report/2019-03-01/"	"https://reports.aashe.org/institutions/luther-college-ia/report/2019-03-01/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/luther-college-ia/report/2019-03-01/OP/food-dining/OP-8/"
"Macalester College"	"MN"	-93.168053	44.938565	"Gold"	"https://reports.aashe.org/institutions/macalester-college-mn/report/"	"https://reports.aashe.org/institutions/macalester-college-mn/report/2021-01-19/"	"https://reports.aashe.org/institutions/macalester-college-mn/report/2021-01-19/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/macalester-college-mn/report/2021-01-19/OP/food-dining/OP-8/"
